Latitude (degree),Longitude (degree),Ocean,Region,Marine Setting,Microplastics Measurement,Unit,Concentration Class,Sample Date
17.43,-59.02,Atlantic Ocean,,Ocean water,0.00864,pieces/m3,Medium,10/28/1991 12:00:00 AM
17.43,-59.02,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/29/1991 12:00:00 AM
15.95,-60.05,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/29/1991 12:00:00 AM
15.95,-60.05,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/30/1991 12:00:00 AM
14.18,-60.75,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,10/30/1991 12:00:00 AM
14.18,-60.75,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,10/31/1991 12:00:00 AM
13.97,-61.22,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,10/31/1991 12:00:00 AM
13.7,-61.2,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,11/1/1991 12:00:00 AM
13.7,-61.2,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/1/1991 12:00:00 AM
13.12,-61.55,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,11/1/1991 12:00:00 AM
13.12,-61.55,Atlantic Ocean,Caribbean Sea,Ocean water,0.0108,pieces/m3,Medium,11/1/1991 12:00:00 AM
12.0,-61.5,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/1/1991 12:00:00 AM
12.0,-61.5,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/2/1991 12:00:00 AM
12.25,-61.77,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/3/1991 12:00:00 AM
12.25,-61.77,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,11/3/1991 12:00:00 AM
13.05,-61.3,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/9/1991 12:00:00 AM
13.05,-61.3,Atlantic Ocean,Caribbean Sea,Ocean water,0.00432,pieces/m3,Low,11/9/1991 12:00:00 AM
13.3,-61.32,Atlantic Ocean,Caribbean Sea,Ocean water,0.00432,pieces/m3,Low,11/9/1991 12:00:00 AM
13.3,-61.32,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/9/1991 12:00:00 AM
16.92,-62.7,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/15/1991 12:00:00 AM
16.92,-62.7,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/15/1991 12:00:00 AM
18.17,-64.72,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/27/1991 12:00:00 AM
18.17,-64.72,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/27/1991 12:00:00 AM
18.23,-64.58,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/28/1991 12:00:00 AM
18.23,-64.58,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/28/1991 12:00:00 AM
17.62,-64.97,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,11/29/1991 12:00:00 AM
17.62,-64.97,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/29/1991 12:00:00 AM
15.87,-63.85,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/30/1991 12:00:00 AM
15.87,-63.85,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/30/1991 12:00:00 AM
15.2,-63.7,Atlantic Ocean,Caribbean Sea,Ocean water,0.00432,pieces/m3,Low,11/30/1991 12:00:00 AM
15.2,-63.7,Atlantic Ocean,Caribbean Sea,Ocean water,0.00432,pieces/m3,Low,11/30/1991 12:00:00 AM
14.53,-63.27,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/1/1991 12:00:00 AM
14.53,-63.27,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/1/1991 12:00:00 AM
13.63,-62.7,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,12/1/1991 12:00:00 AM
13.63,-62.7,Atlantic Ocean,Caribbean Sea,Ocean water,0.00432,pieces/m3,Low,12/1/1991 12:00:00 AM
13.18,-62.07,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/2/1991 12:00:00 AM
13.18,-62.07,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/2/1991 12:00:00 AM
11.45,-64.6,Atlantic Ocean,Caribbean Sea,Ocean water,0.00432,pieces/m3,Low,12/7/1991 12:00:00 AM
11.45,-64.6,Atlantic Ocean,Caribbean Sea,Ocean water,0.00648,pieces/m3,Medium,12/7/1991 12:00:00 AM
11.25,-66.87,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/9/1991 12:00:00 AM
11.25,-66.87,Atlantic Ocean,Caribbean Sea,Ocean water,0.00432,pieces/m3,Low,12/9/1991 12:00:00 AM
11.83,-68.02,Atlantic Ocean,Caribbean Sea,Ocean water,0.00432,pieces/m3,Low,12/10/1991 12:00:00 AM
11.83,-68.02,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,12/10/1991 12:00:00 AM
12.3,-68.83,Atlantic Ocean,Caribbean Sea,Ocean water,0.00432,pieces/m3,Low,12/10/1991 12:00:00 AM
12.3,-68.83,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,12/10/1991 12:00:00 AM
13.63,-70.97,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/14/1991 12:00:00 AM
13.63,-70.97,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/14/1991 12:00:00 AM
15.1,-73.75,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/15/1991 12:00:00 AM
15.1,-73.75,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/15/1991 12:00:00 AM
15.35,-74.3,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/15/1991 12:00:00 AM
15.35,-74.3,Atlantic Ocean,Caribbean Sea,Ocean water,0.00648,pieces/m3,Medium,12/16/1991 12:00:00 AM
15.78,-75.5,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,12/16/1991 12:00:00 AM
15.78,-75.5,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/16/1991 12:00:00 AM
16.38,-76.63,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/17/1991 12:00:00 AM
16.38,-76.63,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/17/1991 12:00:00 AM
17.08,-78.18,Atlantic Ocean,Caribbean Sea,Ocean water,0.00432,pieces/m3,Low,12/17/1991 12:00:00 AM
17.08,-78.18,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,12/18/1991 12:00:00 AM
17.32,-78.5,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/18/1991 12:00:00 AM
17.32,-78.5,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/18/1991 12:00:00 AM
18.02,-79.13,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,12/19/1991 12:00:00 AM
18.02,-79.13,Atlantic Ocean,Caribbean Sea,Ocean water,0.00864,pieces/m3,Medium,12/19/1991 12:00:00 AM
16.86,-85.95,Atlantic Ocean,Caribbean Sea,Ocean water,0.00648,pieces/m3,Medium,12/22/1991 12:00:00 AM
16.86,-85.95,Atlantic Ocean,Caribbean Sea,Ocean water,0.00432,pieces/m3,Low,12/22/1991 12:00:00 AM
16.87,-86.72,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/27/1991 12:00:00 AM
16.87,-86.72,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/27/1991 12:00:00 AM
17.73,-86.53,Atlantic Ocean,Caribbean Sea,Ocean water,0.00432,pieces/m3,Low,12/27/1991 12:00:00 AM
17.73,-86.53,Atlantic Ocean,Caribbean Sea,Ocean water,0.0108,pieces/m3,Medium,12/27/1991 12:00:00 AM
24.31,-82.12,Atlantic Ocean,,Ocean water,0.00864,pieces/m3,Medium,1/2/1992 12:00:00 AM
24.31,-82.12,Atlantic Ocean,,Ocean water,0.00648,pieces/m3,Medium,1/2/1992 12:00:00 AM
24.6,-80.62,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,1/3/1992 12:00:00 AM
24.6,-80.62,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,1/3/1992 12:00:00 AM
24.9,-79.67,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,1/3/1992 12:00:00 AM
24.9,-79.67,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,1/3/1992 12:00:00 AM
25.25,-79.83,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,1/4/1992 12:00:00 AM
25.25,-79.83,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,1/4/1992 12:00:00 AM
24.85,-75.45,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,1/29/1992 12:00:00 AM
26.12,-80.01,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,2/5/1992 12:00:00 AM
26.35,-78.33,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,2/15/1992 12:00:00 AM
26.35,-78.33,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,2/15/1992 12:00:00 AM
26.2,-78.08,Atlantic Ocean,,Ocean water,0.029688,pieces/m3,Medium,2/16/1992 12:00:00 AM
26.2,-78.08,Atlantic Ocean,,Ocean water,0.0162,pieces/m3,Medium,2/16/1992 12:00:00 AM
26.3,-75.28,Atlantic Ocean,,Ocean water,0.030236,pieces/m3,Medium,2/17/1992 12:00:00 AM
26.3,-75.28,Atlantic Ocean,,Ocean water,0.01296,pieces/m3,Medium,2/17/1992 12:00:00 AM
26.73,-75.15,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,2/18/1992 12:00:00 AM
26.73,-75.15,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,2/18/1992 12:00:00 AM
26.2,-73.62,Atlantic Ocean,,Ocean water,0.00288,pieces/m3,Low,2/19/1992 12:00:00 AM
26.2,-73.62,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,2/19/1992 12:00:00 AM
24.38,-72.43,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,2/21/1992 12:00:00 AM
23.48,-71.72,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,2/21/1992 12:00:00 AM
22.83,-71.55,Atlantic Ocean,,Ocean water,0.0072,pieces/m3,Medium,2/22/1992 12:00:00 AM
22.0,-71.25,Atlantic Ocean,,Ocean water,0.0243,pieces/m3,Medium,2/22/1992 12:00:00 AM
20.0,-70.8,Atlantic Ocean,,Ocean water,0.007204,pieces/m3,Medium,2/28/1992 12:00:00 AM
20.0,-70.8,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,2/28/1992 12:00:00 AM
20.37,-71.3,Atlantic Ocean,,Ocean water,0.107992,pieces/m3,Medium,2/29/1992 12:00:00 AM
20.37,-71.3,Atlantic Ocean,,Ocean water,0.014388,pieces/m3,Medium,2/29/1992 12:00:00 AM
20.22,-70.42,Atlantic Ocean,,Ocean water,0.0096,pieces/m3,Medium,2/29/1992 12:00:00 AM
20.22,-70.42,Atlantic Ocean,,Ocean water,0.0135,pieces/m3,Medium,2/29/1992 12:00:00 AM
18.15,-74.89,Atlantic Ocean,Caribbean Sea,Ocean water,0.0036,pieces/m3,Low,3/3/1992 12:00:00 AM
18.15,-74.89,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,3/3/1992 12:00:00 AM
16.25,-76.18,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/4/1992 12:00:00 AM
16.25,-76.18,Atlantic Ocean,Caribbean Sea,Ocean water,0.0024,pieces/m3,Low,3/4/1992 12:00:00 AM
15.63,-76.2,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/4/1992 12:00:00 AM
15.63,-76.2,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/4/1992 12:00:00 AM
16.37,-76.65,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/5/1992 12:00:00 AM
16.37,-76.65,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/5/1992 12:00:00 AM
17.23,-77.18,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/5/1992 12:00:00 AM
17.23,-77.18,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/5/1992 12:00:00 AM
17.85,-77.68,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/5/1992 12:00:00 AM
17.85,-77.68,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/6/1992 12:00:00 AM
17.17,-78.28,Atlantic Ocean,Caribbean Sea,Ocean water,0.0036,pieces/m3,Low,3/6/1992 12:00:00 AM
17.17,-78.28,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/6/1992 12:00:00 AM
17.32,-78.7,Atlantic Ocean,Caribbean Sea,Ocean water,0.043196,pieces/m3,Medium,3/6/1992 12:00:00 AM
17.32,-78.7,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/7/1992 12:00:00 AM
17.5,-79.28,Atlantic Ocean,Caribbean Sea,Ocean water,0.0216,pieces/m3,Medium,3/7/1992 12:00:00 AM
17.5,-79.28,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/7/1992 12:00:00 AM
17.28,-79.45,Atlantic Ocean,Caribbean Sea,Ocean water,0.00508,pieces/m3,Medium,3/8/1992 12:00:00 AM
17.28,-79.45,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/8/1992 12:00:00 AM
17.17,-80.02,Atlantic Ocean,Caribbean Sea,Ocean water,0.016696,pieces/m3,Medium,3/8/1992 12:00:00 AM
17.17,-80.02,Atlantic Ocean,Caribbean Sea,Ocean water,0.018892,pieces/m3,Medium,3/8/1992 12:00:00 AM
16.98,-80.38,Atlantic Ocean,Caribbean Sea,Ocean water,0.001964,pieces/m3,Low,3/8/1992 12:00:00 AM
16.98,-80.38,Atlantic Ocean,Caribbean Sea,Ocean water,0.00864,pieces/m3,Medium,3/9/1992 12:00:00 AM
16.24,-81.2,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/10/1992 12:00:00 AM
16.24,-81.2,Atlantic Ocean,Caribbean Sea,Ocean water,0.003084,pieces/m3,Low,3/10/1992 12:00:00 AM
24.21,-84.02,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Ocean water,0.0,pieces/m3,Very Low,3/20/1992 12:00:00 AM
24.21,-84.02,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Ocean water,0.0054,pieces/m3,Medium,3/20/1992 12:00:00 AM
24.73,-83.47,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Ocean water,0.0,pieces/m3,Very Low,3/20/1992 12:00:00 AM
24.73,-83.47,Atlantic Ocean,Gulf of America (formerly Gulf of Mexico),Ocean water,0.0,pieces/m3,Very Low,3/20/1992 12:00:00 AM
26.12,-78.53,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,4/21/1992 12:00:00 AM
26.12,-78.53,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,4/21/1992 12:00:00 AM
26.32,-78.17,Atlantic Ocean,,Ocean water,0.00864,pieces/m3,Medium,4/21/1992 12:00:00 AM
26.32,-78.17,Atlantic Ocean,,Ocean water,0.00864,pieces/m3,Medium,4/21/1992 12:00:00 AM
25.92,-77.53,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,4/22/1992 12:00:00 AM
25.92,-77.53,Atlantic Ocean,,Ocean water,0.00864,pieces/m3,Medium,4/22/1992 12:00:00 AM
25.93,-76.72,Atlantic Ocean,,Ocean water,0.01944,pieces/m3,Medium,4/22/1992 12:00:00 AM
25.93,-76.72,Atlantic Ocean,,Ocean water,0.01296,pieces/m3,Medium,4/22/1992 12:00:00 AM
25.78,-76.62,Atlantic Ocean,,Ocean water,0.0108,pieces/m3,Medium,4/23/1992 12:00:00 AM
25.78,-76.62,Atlantic Ocean,,Ocean water,0.01512,pieces/m3,Medium,4/23/1992 12:00:00 AM
24.82,-75.98,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,4/24/1992 12:00:00 AM
24.82,-75.98,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,4/24/1992 12:00:00 AM
24.13,-76.12,Atlantic Ocean,,Ocean water,0.01728,pieces/m3,Medium,4/25/1992 12:00:00 AM
24.13,-76.12,Atlantic Ocean,,Ocean water,0.00864,pieces/m3,Medium,4/26/1992 12:00:00 AM
23.92,-75.32,Atlantic Ocean,,Ocean water,0.0108,pieces/m3,Medium,4/26/1992 12:00:00 AM
23.92,-75.32,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,4/26/1992 12:00:00 AM
24.22,-74.98,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,4/27/1992 12:00:00 AM
24.22,-74.98,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,4/27/1992 12:00:00 AM
24.28,-75.02,Atlantic Ocean,,Ocean water,0.01296,pieces/m3,Medium,4/28/1992 12:00:00 AM
24.28,-75.02,Atlantic Ocean,,Ocean water,0.02376,pieces/m3,Medium,4/28/1992 12:00:00 AM
24.33,-75.4,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,4/28/1992 12:00:00 AM
24.33,-75.4,Atlantic Ocean,,Ocean water,0.025916,pieces/m3,Medium,4/28/1992 12:00:00 AM
26.85,-71.67,Atlantic Ocean,,Ocean water,0.01944,pieces/m3,Medium,4/30/1992 12:00:00 AM
26.85,-71.67,Atlantic Ocean,,Ocean water,0.043196,pieces/m3,Medium,4/30/1992 12:00:00 AM
27.15,-71.18,Atlantic Ocean,,Ocean water,0.025916,pieces/m3,Medium,5/1/1992 12:00:00 AM
27.15,-71.18,Atlantic Ocean,,Ocean water,0.041036,pieces/m3,Medium,5/1/1992 12:00:00 AM
27.68,-70.83,Atlantic Ocean,,Ocean water,0.192224,pieces/m3,Medium,5/1/1992 12:00:00 AM
27.68,-70.83,Atlantic Ocean,,Ocean water,0.190064,pieces/m3,Medium,5/1/1992 12:00:00 AM
28.42,-70.18,Atlantic Ocean,,Ocean water,0.02376,pieces/m3,Medium,5/1/1992 12:00:00 AM
28.42,-70.18,Atlantic Ocean,,Ocean water,0.034556,pieces/m3,Medium,5/1/1992 12:00:00 AM
28.9,-69.57,Atlantic Ocean,,Ocean water,0.02376,pieces/m3,Medium,5/2/1992 12:00:00 AM
28.9,-69.57,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/2/1992 12:00:00 AM
29.27,-68.57,Atlantic Ocean,,Ocean water,0.183584,pieces/m3,Medium,5/3/1992 12:00:00 AM
29.27,-68.57,Atlantic Ocean,,Ocean water,0.062636,pieces/m3,Medium,5/3/1992 12:00:00 AM
29.92,-67.87,Atlantic Ocean,,Ocean water,0.062636,pieces/m3,Medium,5/4/1992 12:00:00 AM
29.92,-67.87,Atlantic Ocean,,Ocean water,0.151188,pieces/m3,Medium,5/4/1992 12:00:00 AM
30.43,-67.68,Atlantic Ocean,,Ocean water,0.026396,pieces/m3,Medium,5/4/1992 12:00:00 AM
31.57,-67.18,Atlantic Ocean,,Ocean water,0.030236,pieces/m3,Medium,5/5/1992 12:00:00 AM
31.57,-67.18,Atlantic Ocean,,Ocean water,0.038876,pieces/m3,Medium,5/5/1992 12:00:00 AM
31.98,-66.37,Atlantic Ocean,,Ocean water,0.034556,pieces/m3,Medium,5/5/1992 12:00:00 AM
31.98,-66.37,Atlantic Ocean,,Ocean water,0.028076,pieces/m3,Medium,5/5/1992 12:00:00 AM
32.1,-64.95,Atlantic Ocean,,Ocean water,0.053996,pieces/m3,Medium,5/7/1992 12:00:00 AM
32.1,-64.95,Atlantic Ocean,,Ocean water,0.060476,pieces/m3,Medium,5/7/1992 12:00:00 AM
33.63,-64.68,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,5/11/1992 12:00:00 AM
33.63,-64.68,Atlantic Ocean,,Ocean water,0.01728,pieces/m3,Medium,5/11/1992 12:00:00 AM
34.1,-64.92,Atlantic Ocean,,Ocean water,0.069116,pieces/m3,Medium,5/11/1992 12:00:00 AM
34.1,-64.92,Atlantic Ocean,,Ocean water,0.086392,pieces/m3,Medium,5/11/1992 12:00:00 AM
34.67,-65.48,Atlantic Ocean,,Ocean water,0.086392,pieces/m3,Medium,5/12/1992 12:00:00 AM
34.67,-65.48,Atlantic Ocean,,Ocean water,0.045356,pieces/m3,Medium,5/12/1992 12:00:00 AM
35.18,-65.78,Atlantic Ocean,,Ocean water,0.00864,pieces/m3,Medium,5/12/1992 12:00:00 AM
35.18,-65.78,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,5/12/1992 12:00:00 AM
35.85,-65.93,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,5/13/1992 12:00:00 AM
35.85,-65.93,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,5/13/1992 12:00:00 AM
38.15,-64.77,Atlantic Ocean,,Ocean water,0.01728,pieces/m3,Medium,5/14/1992 12:00:00 AM
38.15,-64.77,Atlantic Ocean,,Ocean water,0.018148,pieces/m3,Medium,5/14/1992 12:00:00 AM
38.73,-65.4,Atlantic Ocean,,Ocean water,0.032396,pieces/m3,Medium,5/15/1992 12:00:00 AM
38.73,-65.4,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/15/1992 12:00:00 AM
39.33,-65.77,Atlantic Ocean,,Ocean water,0.032396,pieces/m3,Medium,5/16/1992 12:00:00 AM
39.33,-65.77,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/16/1992 12:00:00 AM
40.18,-65.82,Atlantic Ocean,,Ocean water,0.01728,pieces/m3,Medium,5/16/1992 12:00:00 AM
40.18,-65.82,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/16/1992 12:00:00 AM
41.58,-66.63,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/17/1992 12:00:00 AM
41.58,-66.63,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/17/1992 12:00:00 AM
42.43,-66.23,Atlantic Ocean,,Ocean water,0.0108,pieces/m3,Medium,5/18/1992 12:00:00 AM
42.43,-66.23,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/18/1992 12:00:00 AM
43.13,-65.17,Atlantic Ocean,,Ocean water,0.0108,pieces/m3,Medium,5/18/1992 12:00:00 AM
43.13,-65.17,Atlantic Ocean,,Ocean water,0.0216,pieces/m3,Medium,5/18/1992 12:00:00 AM
42.58,-65.43,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/23/1992 12:00:00 AM
42.78,-66.57,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/23/1992 12:00:00 AM
42.78,-66.57,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/23/1992 12:00:00 AM
43.18,-67.98,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/24/1992 12:00:00 AM
43.18,-67.98,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/24/1992 12:00:00 AM
43.3,-68.65,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/24/1992 12:00:00 AM
43.3,-68.65,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/24/1992 12:00:00 AM
43.48,-69.66,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/25/1992 12:00:00 AM
43.48,-69.66,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/26/1992 12:00:00 AM
41.12,-71.53,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,6/19/1992 12:00:00 AM
41.12,-71.53,Atlantic Ocean,,Ocean water,0.0108,pieces/m3,Medium,6/19/1992 12:00:00 AM
43.27,-63.87,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,8/15/1992 12:00:00 AM
43.27,-63.87,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,8/15/1992 12:00:00 AM
43.1,-64.21,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,8/15/1992 12:00:00 AM
43.1,-64.21,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,8/15/1992 12:00:00 AM
42.45,-64.54,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,8/16/1992 12:00:00 AM
42.45,-64.54,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,8/16/1992 12:00:00 AM
41.56,-65.07,Atlantic Ocean,,Ocean water,0.00378,pieces/m3,Low,8/17/1992 12:00:00 AM
41.56,-65.07,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,8/17/1992 12:00:00 AM
42.17,-67.39,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,8/19/1992 12:00:00 AM
42.17,-67.39,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,8/19/1992 12:00:00 AM
42.61,-68.19,Atlantic Ocean,,Ocean water,0.00864,pieces/m3,Medium,8/19/1992 12:00:00 AM
42.61,-68.19,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,8/19/1992 12:00:00 AM
43.14,-68.8,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,8/21/1992 12:00:00 AM
43.14,-68.8,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,8/21/1992 12:00:00 AM
43.39,-68.81,Atlantic Ocean,,Ocean water,0.01296,pieces/m3,Medium,8/22/1992 12:00:00 AM
43.39,-68.81,Atlantic Ocean,,Ocean water,0.0108,pieces/m3,Medium,8/22/1992 12:00:00 AM
40.85,-70.62,Atlantic Ocean,,Ocean water,0.010796,pieces/m3,Medium,10/15/1992 12:00:00 AM
40.85,-70.62,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,10/15/1992 12:00:00 AM
40.33,-69.9,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/16/1992 12:00:00 AM
40.33,-69.9,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/16/1992 12:00:00 AM
39.82,-69.08,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/16/1992 12:00:00 AM
39.82,-69.08,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/16/1992 12:00:00 AM
